"applicantsCount","applyMethod","applyUrl","companyAddress/addressCountry","companyAddress/addressLocality","companyAddress/addressRegion","companyAddress/postalCode","companyAddress/streetAddress","companyAddress/type","companyDescription","companyEmployeesCount","companyLinkedinUrl","companyLogo","companyName","companySlogan","companyWebsite","country","descriptionHtml","descriptionText","employmentType","expireAt","id","industries","inputUrl","jobFunction","jobPosterName","jobPosterPhoto","jobPosterProfileUrl","jobPosterTitle","link","location","postedAt","postedAtTimestamp","refId","salary","seniorityLevel","standardizedTitle","title","trackingId","workRemoteAllowed","workplaceTypes/0"
"25","OffsiteApply","https://michaelpage.ch/de/job-detail/sales-manager-b2b-saas-business-software-mwd/ref/jn-042026-7007850?utm_source=linkedin&utm_medium=jobboard&utm_campaign=onlineadverts","GB","Addlestone","Weybridge","KT15 2QW","PageGroup","PostalAddress","Welcome to the Michael Page global company profile.

Michael Page has five decades of expertise in professional services recruitment. We were established in London in 1976, and over this period we've grown organically to become one of the best-known and most respected consultancies, with an office network spanning six continents. 

While size has its advantages, it doesn't define us - the nature of our organic growth means that each new office is integrated into the region that it serves. It also means that as an employer looking to hire, or as a candidate aiming to grow your career you have the best of both worlds; a team that understands the market and geography you operate in, plus the resources and expertise of an international network at your disposal.

Our teams are broken down to focus on industry, assignment type, salary level and location, so your hiring requirements or job search will all be handled by a specialist who knows your sector inside-out. We are confident that our expertise can add value to your recruitment or job search process – get in touch to find out more.","14951","https://uk.linkedin.com/company/michael-page?trk=public_jobs_jserp-result_job-search-card-subtitle","https://media.licdn.com/dms/image/v2/D4D0BAQEYolBS9Ur7xg/company-logo_100_100/B4DZfE8Di8GUAQ-/0/1751355767316/michael_page_logo?e=2147483647&v=beta&t=oN5spxi0cnUj1YEQkYKwWSQ5Z4PTGgEt_4DziqASyYk","Michael Page",,"https://redirect.michaelpage.com/mp-home","CH","<ul><li>B2B SaaS Sales Rolle mit Fokus auf Schweizer KMU und Mid-Market Kunden</li><li>Zürcher Softwareunternehmen mit skalierbaren Business-Lösungen<br><br></li></ul><strong>About Our Client<br><br></strong>Unser Kunde ist ein innovatives Schweizer Softwareunternehmen mit Sitz in Zürich. Die Plattform unterstützt Unternehmen dabei, interne Prozesse zu digitalisieren, Daten besser zu nutzen und operative Abläufe effizienter zu gestalten.<br><br>Das Unternehmen wächst im Schweizer Markt und bietet ein Umfeld mit kurzen Entscheidungswegen, moderner Sales-Kultur und klarer Wachstumsambition. Der Fokus liegt auf pragmatischen, skalierbaren Lösungen für KMU und mittelgrosse Unternehmen.<br><br><strong>Job Description<br><br></strong><ul><li>Akquisition und Entwicklung von Neukund:innen in der Deutschschweiz</li><li>Beratung von KMU und Mid-Market-Kunden zu digitalen Business-Lösungen</li><li>Durchführung von Produktdemos, Bedarfsgesprächen und kommerziellen Verhandlungen</li><li>Steuerung des gesamten Sales Cycles von Lead-Qualifizierung bis Vertragsabschluss</li><li>Aufbau und Pflege einer strukturierten Pipeline über CRM, LinkedIn und Netzwerkaktivitäten</li><li>Enge Zusammenarbeit mit Marketing, Customer Success und Produktteams</li><li>Marktbeobachtung und Identifikation neuer Branchen- und Kundensegmente<br><br></li></ul><strong>The Successful Applicant<br><br></strong><ul><li>3-6 Jahre Erfahrung im B2B Sales, idealerweise im SaaS-, Software- oder Tech-Umfeld</li><li>Erfahrung im Vertrieb an KMU oder Mid-Market-Kunden in der Deutschschweiz</li><li>Freude an Neukundenakquise, Demo-Selling und beratendem Vertrieb</li><li>Gutes Verständnis für digitale Geschäftsprozesse und moderne Softwarelösungen</li><li>Strukturierte, eigenständige und zielorientierte Arbeitsweise</li><li>Kommunikationsstärke, Abschlussorientierung und professionelles Auftreten</li><li>Fliessende Deutschkenntnisse; Englisch und andere Sprachen von Vorteil<br><br></li></ul><strong>What's On Offer<br><br></strong><ul><li>Attraktive Sales-Rolle in einem wachsenden Zürcher SaaS-Unternehmen</li><li>Breiter Zielmarkt in der Deutschschweiz mit viel Entwicklungspotenzial</li><li>Moderne Sales-Tools, klare Prozesse und Unterstützung durch Marketing</li><li>Attraktives Vergütungsmodell mit Fixum und variabler Komponente</li><li>Hybrides Arbeitsmodell mit Standort Zürich</li><li>Möglichkeit, den weiteren Marktausbau aktiv mitzugestalten</li><li>Kollegiales, ambitioniertes Team mit kurzen Entscheidungswegen<br><br></li></ul><strong>Contact<br><br></strong><strong>Quote job ref: JN-042026-7007850</strong>","B2B SaaS Sales Rolle mit Fokus auf Schweizer KMU und Mid-Market KundenZürcher Softwareunternehmen mit skalierbaren Business-Lösungen

About Our Client

Unser Kunde ist ein innovatives Schweizer Softwareunternehmen mit Sitz in Zürich. Die Plattform unterstützt Unternehmen dabei, interne Prozesse zu digitalisieren, Daten besser zu nutzen und operative Abläufe effizienter zu gestalten.

Das Unternehmen wächst im Schweizer Markt und bietet ein Umfeld mit kurzen Entscheidungswegen, moderner Sales-Kultur und klarer Wachstumsambition. Der Fokus liegt auf pragmatischen, skalierbaren Lösungen für KMU und mittelgrosse Unternehmen.

Job Description

Akquisition und Entwicklung von Neukund:innen in der DeutschschweizBeratung von KMU und Mid-Market-Kunden zu digitalen Business-LösungenDurchführung von Produktdemos, Bedarfsgesprächen und kommerziellen VerhandlungenSteuerung des gesamten Sales Cycles von Lead-Qualifizierung bis VertragsabschlussAufbau und Pflege einer strukturierten Pipeline über CRM, LinkedIn und NetzwerkaktivitätenEnge Zusammenarbeit mit Marketing, Customer Success und ProduktteamsMarktbeobachtung und Identifikation neuer Branchen- und Kundensegmente

The Successful Applicant

3-6 Jahre Erfahrung im B2B Sales, idealerweise im SaaS-, Software- oder Tech-UmfeldErfahrung im Vertrieb an KMU oder Mid-Market-Kunden in der DeutschschweizFreude an Neukundenakquise, Demo-Selling und beratendem VertriebGutes Verständnis für digitale Geschäftsprozesse und moderne SoftwarelösungenStrukturierte, eigenständige und zielorientierte ArbeitsweiseKommunikationsstärke, Abschlussorientierung und professionelles AuftretenFliessende Deutschkenntnisse; Englisch und andere Sprachen von Vorteil

What's On Offer

Attraktive Sales-Rolle in einem wachsenden Zürcher SaaS-UnternehmenBreiter Zielmarkt in der Deutschschweiz mit viel EntwicklungspotenzialModerne Sales-Tools, klare Prozesse und Unterstützung durch MarketingAttraktives Vergütungsmodell mit Fixum und variabler KomponenteHybrides Arbeitsmodell mit Standort ZürichMöglichkeit, den weiteren Marktausbau aktiv mitzugestaltenKollegiales, ambitioniertes Team mit kurzen Entscheidungswegen

Contact

Quote job ref: JN-042026-7007850","Full-time","1780173363000","4409075052","Staffing and Recruiting","https://www.linkedin.com/jobs/search/?currentJobId=4384804402&distance=25&f_E=4%2C5%2C6&f_F=sale%2Cmrkt%2Cothr%2Cmgmt&f_I=15&f_JT=F&f_T=592%2C48%2C1973%2C63%2C6365%2C26%2C393&f_TPR=r604800&geoId=106693272&keywords=business%20director&origin=JOB_SEARCH_PAGE_JOB_FILTER&sortBy=R","Sales, Business Development, and Analyst",,,,,"https://ch.linkedin.com/jobs/view/sales-manager-b2b-saas-business-software-m-w-d-at-michael-page-4409075052?position=59&pageNum=0&refId=ktAT1hIqiDVAqIuNItShXw%3D%3D&trackingId=U6tvw0VJOA%2FvNyzfzxN5Kw%3D%3D","Zurich, Zurich, Switzerland","2026-04-30T20:36:03.000Z","1777581363000","ktAT1hIqiDVAqIuNItShXw==","","Not Applicable","Sales Manager","Sales Manager - B2B SaaS & Business Software (m/w/d)","U6tvw0VJOA/vNyzfzxN5Kw==","false",
"78","OffsiteApply","http://careers.zegnagroup.com/jobs/old-job-details?JobID=267802502&EJBID=31&referer=https%3a%2f%2fwww.linkedin.com","IT","Milan","Lombardy"," 20144","Via Savona, 56","PostalAddress","Inspired by our visionary founder, Zegna follows its own path down the road that Ermenegildo built over 110 years ago in the mountains in Piedmont, Northern Italy. His 232 road, crossing the 100 km2 Oasi Zegna natural territory surrounding the wool mill, has been turned into a graphic abstraction and signifier of the Zegna brand identity where history is expressed in the family name of the founder. Established as a fabric maker, Zegna is internationally recognized as a leading global luxury menswear brand and part of the Ermenegildo Zegna Group. Managed by Gildo Zegna as Chairman and CEO, Zegna Group designs, creates and distributes luxury menswear and accessories under the Zegna brand and womenswear, menswear and accessories under the Thom Browne brand to over 500 stores, of which, as of December 31, 2021, 297 DOS (of which 245 Zegna and 52 Thom Browne), in 80 countries around the world, remaining committed to leveraging its rich heritage to build a better present and future.","3172","https://it.linkedin.com/company/ermenegildo-zegna?trk=public_jobs_jserp-result_job-search-card-subtitle","https://media.licdn.com/dms/image/v2/C560BAQHLF5b31ITkUQ/company-logo_100_100/company-logo_100_100/0/1651762446664/ermenegildo_zegna_logo?e=2147483647&v=beta&t=WhzNqfWuFITYJCZXonSsx4uFsPS3XcneGBcjOM_4WN4","Zegna",,"http://careers.zegna.com","CH","<strong>BASIC PURPOSE OF THE JOB<br><br></strong>As Senior Legal Specialist, he/she will be responsible for providing legal advice and support on commercial and privacy related matters.<br><br><strong>Main Responsibilities<br><br></strong>Working under the supervision of the Group Legal Affairs &amp; IP Director for the Zegna Segment, he/she will provide legal guidance and advice to management and other departments on a wide range of legal and privacy matters affecting the business, in particular:<br><br><ul><li> Draft, review, and negotiate contracts, agreements and other legal documents, such as supply and purchase agreements, services and consultancy agreement, lease agreements, franchise, agency and wholesale contracts</li><li> Manage the commercial contract lifecycle (negotiation, conclusion, follow-up of execution, renewal, termination) in compliance with applicable laws and internal policies, and maintain the contract lifecycle database up-to-date</li><li> Draft, review or update policies, agreements, documents and projects related to collection, use and disclosure of personal information, in accordance with changes in privacy laws and regulations and/or changes in business; manage a periodical assessment of the privacy governance</li><li> Provide legal advice on privacy matters to management and various departments</li><li> Working closely with the Group Compliance &amp; Risk Manager, ensure compliance with relevant privacy legislation across the organization of the Zegna Segment and communicate privacy guidance to various stakeholders and departments</li><li> Support the Group Legal Affairs &amp; IP Director in managing litigation related to his/her scope of responsibility</li><li> Seek appropriate guidance and support from external counsel or expert when necessary</li><li> Conduct legal research and stay updated on relevant laws and regulations in his/her scope of responsibility</li><li> Assess and manage legal risks associated with business operations and transactions in his/her scope of responsibility<br><br></li></ul><strong>Background And Principal Skills Required<br><br></strong><ul><li>Solid knowledge of contracts in both Italian and English language and of privacy laws and international requirements</li><li>Excellent business sense and problem-solving skills </li><li>Proficiency in legal research and drafting in Italian and English</li><li>Ability to work autonomously and as part of a team</li><li>Strong organizational and time management skills</li><li>Agility and openness to digital tools</li><li>Strong attention to detail</li><li>Ability to handle multiple projects simultaneously and capacity to work under pressure and/or with tight deadlines</li><li>Proactive approach to identifying and addressing legal issues</li><li>Ability to explain complex legal concepts to non-legal stakeholders</li><li>Knowledge of the fashion or luxury sector is preferable</li><li>Familiarity with cross-border operations for companies with global operations and/or listed companies will be considered a plus</li><li>At least 5 years of legal experience, preferably including both in-house experience and experience in a law firm</li><li>Master's Degree in Law</li><li>Outstanding written and verbal communication abilities both in Italian and English</li></ul>","BASIC PURPOSE OF THE JOB

As Senior Legal Specialist, he/she will be responsible for providing legal advice and support on commercial and privacy related matters.

Main Responsibilities

Working under the supervision of the Group Legal Affairs & IP Director for the Zegna Segment, he/she will provide legal guidance and advice to management and other departments on a wide range of legal and privacy matters affecting the business, in particular:

 Draft, review, and negotiate contracts, agreements and other legal documents, such as supply and purchase agreements, services and consultancy agreement, lease agreements, franchise, agency and wholesale contracts Manage the commercial contract lifecycle (negotiation, conclusion, follow-up of execution, renewal, termination) in compliance with applicable laws and internal policies, and maintain the contract lifecycle database up-to-date Draft, review or update policies, agreements, documents and projects related to collection, use and disclosure of personal information, in accordance with changes in privacy laws and regulations and/or changes in business; manage a periodical assessment of the privacy governance Provide legal advice on privacy matters to management and various departments Working closely with the Group Compliance & Risk Manager, ensure compliance with relevant privacy legislation across the organization of the Zegna Segment and communicate privacy guidance to various stakeholders and departments Support the Group Legal Affairs & IP Director in managing litigation related to his/her scope of responsibility Seek appropriate guidance and support from external counsel or expert when necessary Conduct legal research and stay updated on relevant laws and regulations in his/her scope of responsibility Assess and manage legal risks associated with business operations and transactions in his/her scope of responsibility

Background And Principal Skills Required

Solid knowledge of contracts in both Italian and English language and of privacy laws and international requirementsExcellent business sense and problem-solving skills Proficiency in legal research and drafting in Italian and EnglishAbility to work autonomously and as part of a teamStrong organizational and time management skillsAgility and openness to digital toolsStrong attention to detailAbility to handle multiple projects simultaneously and capacity to work under pressure and/or with tight deadlinesProactive approach to identifying and addressing legal issuesAbility to explain complex legal concepts to non-legal stakeholdersKnowledge of the fashion or luxury sector is preferableFamiliarity with cross-border operations for companies with global operations and/or listed companies will be considered a plusAt least 5 years of legal experience, preferably including both in-house experience and experience in a law firmMaster's Degree in LawOutstanding written and verbal communication abilities both in Italian and English","Full-time","1780156591000","4409019436","Retail Luxury Goods and Jewelry","https://www.linkedin.com/jobs/search/?currentJobId=4384804402&distance=25&f_E=4%2C5%2C6&f_F=sale%2Cmrkt%2Cothr%2Cmgmt&f_I=15&f_JT=F&f_T=592%2C48%2C1973%2C63%2C6365%2C26%2C393&f_TPR=r604800&geoId=106693272&keywords=business%20director&origin=JOB_SEARCH_PAGE_JOB_FILTER&sortBy=R","Legal",,,,,"https://ch.linkedin.com/jobs/view/senior-legal-specialist-at-zegna-4409019436?position=57&pageNum=0&refId=ktAT1hIqiDVAqIuNItShXw%3D%3D&trackingId=Mc%2FSjXCIqEZV0cQ9NHlzAQ%3D%3D","Stabio, Ticino, Switzerland","2026-04-30T15:56:31.000Z","1777564591000","ktAT1hIqiDVAqIuNItShXw==","","Not Applicable","Senior Legal Specialist","Senior Legal Specialist","Mc/SjXCIqEZV0cQ9NHlzAQ==","false",
